id,media_type,url,document_id
3880d0ab-9e8b-4d12-862f-9ac7f69917dd,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/46,6960e403-9214-4b9e-9f68-960f5ef85a16
5a0b5e82-1cd8-4c4f-92bc-2897683b4e9c,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/45,16b4ce78-a2d7-46f8-854d-85dd68bc8cac
a4015271-dd60-4d97-9008-84a8e131213e,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/44,f5e04a68-8854-4bc4-b48c-51639d665b9b
4bde0d11-250c-4a87-87e4-0a5fdc78171b,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/43,e0eaf950-7345-4dbf-be94-e90960df79c3
f0be78cb-f3a1-4fc1-af98-a4a0136602fe,application/pdf,https://www.congress.gov/119/crpt/hrpt2/CRPT-119hrpt2.pdf,8f390099-1101-4190-a1ad-41020fe03179
1f7daf1f-731b-4eb5-be60-fe08fef14532,text/html,https://www.congress.gov/amendment/119th-congress/house-amendment/7,60f464d4-43c7-488e-bc82-8c71168ca1fb
0f119110-da91-44a0-9a1b-ee9cc4c4487a,text/html,https://www.cbo.gov/publication/61219,06cfee73-ba7b-4e5e-a8eb-bd89756466fe
93b425f0-c47e-4a4a-aba3-05144c492fbd,application/pdf,https://www.congress.gov/119/crpt/hrpt6/CRPT-119hrpt6.pdf,c0e8a0cd-a2f3-462e-a424-2eb8e3ac2c30
cc1bc037-0399-42f9-a4c0-3a95b9883dac,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/42,68a43b05-efb4-4c1a-be90-348d7f9cafe7
a4fe4170-ad37-4935-b312-95915b09e09a,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/41,597a55d2-c1b6-4317-9f62-d5bf84e39c42
2c47158c-fefd-4808-9ee0-4c3ee26e2751,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/40,6cfb0feb-58e8-4a0c-89ac-f9be4f2e7cc3
c79391de-8789-47c1-a9de-58213a25db59,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/4,f9e9ccdc-a052-4a6f-8174-65f3c48a504e
2c0845ef-62e6-4406-9b9b-41a26c557d28,text/html,https://www.congress.gov/amendment/119th-congress/senate-amendment/39,ae16593c-4e7a-4609-a19b-2fde5cd0c3e6
faed20cf-ed06-4658-9bab-89b87639b7e3,text/html,https://www.cbo.gov/publication/61202,d7cbb7a3-2235-41c1-a502-b574cfd4b4e2
